Prompt,Story
"The main viewpoint character, Roger Jourgensen, is a CIA analyst who writes up a report on the state of both the U.S.","The main viewpoint character, Roger Jourgensen, is a CIA analyst who writes up a report on the state of both the U.S. and Soviet governments' occult research for incoming President Ronald Reagan. This report attracts the attention of ""the Colonel"" (later named as ""Colonel North""; implied to be Oliver North), who arranges for Jourgensen's transfer and for him to work on a variant of the Iran–Contra affair: secret dealings between the U.S. and Iran to counter Saddam Hussein's Iraq, frustrate the Soviet intervention in Afghanistan, as well as arrange the freeing of hostages in Lebanon. In this Cold War the U.S. and NATO lag behind the Soviets in mastery of the dark arts, and rely on nuclear weapons as their main countermeasure. The Soviets gained their knowledge from Nazi Germany, which had moved a sleeping entity from an underwater city in the Baltic Sea; the entity is now contained at Chernobyl. They have also deployed ""servitors"", unstoppable robot-like beings found in the original Pabodie expedition. Satellite reconnaissance by the U.S. shows that the servitors may have been deployed in Afghanistan, which would violate a secret multinational treaty prohibiting the use of these alien entities in war to which even Adolf Hitler adhered. U.S. countermeasures include 300 megatons of nuclear weapons and a continuity of government base hundreds of light years from Earth, connected via a gate in Washington. The CIA also uses these gates to other planets as roundabout ways to transport drugs and arms to and from the Afghan mujahideen as part of Operation Cyclone. Stephen Jay Gould briefs the CIA on the evolutionary implications of the alien lifeforms, confirming they come from no Earthly source. Other nations emulate the superpowers; Iran and Israel covertly plan a joint nuclear defence against Iraq's attempts to open a gate to the stars. Eventually, the Colonel's dealings are leaked, and Jourgensen has to testify before a congressional committee. One congressman, horrified by the accounts of the Colonel's dabbling, inquires about the Great Filter: why no aliens have openly stopped by to visit humanity, and only relics and servants remain. He points out that meddling with relics of the Elder Ones would be a good explanation for why other intelligent life has been exterminated before it could visit.While the committee is in session, Saddam manages to stabilise the gate of Yog-Sothoth, destroying opposing tribes in Iraq and causing Iran to retaliate with a nuclear attack. The timing unfortunately lines up with a joke by President Reagan; the Soviets and their leader Yegor Ligachev retaliate, with a nuclear war destroying the Middle East and much of the U.S. and Soviet Union. More worryingly, the entity behind the Soviet program, Cthulhu, has somehow been loosed; the U.S. nuclear strike does not appear to slow it down as it heads west across the Atlantic Ocean. Jourgensen and other U.S. personnel retreat to a hidden constructed colony on a distant dying planet, codenamed XK-Masada. There, riven by phantom voices, Jourgensen contemplates suicide. He decides against it, as death would be no escape if – as he suspects – he has been devoured by Yog-Sothoth already."
"The story opens aboard a train, when an unwell-looking man strikes up a conversation with the narrator when he sees","The story opens aboard a train, when an unwell-looking man strikes up a conversation with the narrator when he sees him reading a book about dreams. The white-faced man says that he has little time for dream analysis because, he says, his dreams are killing him. He goes on to tell how he has been experiencing consecutive dreams of an unspecified future time in which he is a major political figure who has given up his position to live with a younger woman on the island of Capri. The dreamer describes the island in detail, despite never having visited it, which impresses the narrator, who has actually been to Capri. The dreamer tells how his dream idyll comes to an end. While dancing, he is approached by an envoy from his own country who implores him to return and resume his old role before his successor brings about a war. However, this would mean leaving the woman he loves, and his dream self chooses love over duty. For three weeks of dreams, the solicitor is present at the collapse of the paradisical island of Capri and the future world, while war draws closer and flights of military aircraft are described flying overhead. Global war finally erupts, and his dream life ends in worldwide catastrophe and personal tragedy: the dreamer sees his love killed and experiences his own death. At the very end of the story the protagonist reveals that despite being killed in his dream, he nevertheless carried on dreaming even as his body was being ravaged by ""great birds that fought and tore."""
"A Man of the People is a satirical novel written by Chinua Achebe, published in 1966. It tells the story of Odili","""A Man of the People"" is a satirical novel written by Chinua Achebe, published in 1966. It tells the story of Odili, a young teacher in a small African country who becomes involved in politics and is swept into a corrupt world of greed and power. The novel is set in an unnamed fictional African country, and it provides a scathing critique of post-colonial African politics and the challenges faced by newly independent nations. The story is narrated by Odili, who initially supports Chief Nanga, a charismatic politician and former teacher, in his bid for re-election. However, as Odili becomes more involved in politics, he quickly realizes that Chief Nanga and his associates are deeply corrupt, using their positions of power for personal gain at the expense of the people they are supposed to serve. As the story unfolds, Odili becomes disillusioned with Chief Nanga's hypocrisy and the widespread corruption that permeates the political system. He becomes embroiled in a struggle against the corrupt elite, attempting to expose their wrongdoing and stand up for the common people. Along the way, Odili faces various challenges and betrayals, including from people he once considered friends. Through vivid and engaging storytelling, Achebe portrays the complexities and contradictions of African politics, shedding light on the challenges of nation-building, the abuse of power, and the struggle for integrity and social justice. ""A Man of the People"" is a thought-provoking novel that explores the intricacies of African politics and the human condition, and it remains a relevant and powerful critique of political corruption in contemporary societies"
"The story is narrated by a ten-year-old boy living on Earth after it has become a rogue planet, having been torn away","The story is narrated by a ten-year-old boy living on Earth after it has become a rogue planet, having been torn away from the Sun by a passing ""dark star"". The loss of solar heating has caused the Earth's atmosphere to freeze into thick layers of ""snow"". The boy's father had worked with a group of other scientists to construct a large shelter, but the earthquakes accompanying the disaster had destroyed it and killed the others. He managed to construct a smaller, makeshift shelter called the ""Nest"" for his family, where they maintain a breathable atmosphere by periodically retrieving pails of frozen oxygen to thaw over a fire. They have survived in this way for a number of years. At the end, they are found by a search party from a large group of survivors at Los Alamos, where they are using nuclear power to provide heat and have begun using rockets to search for other survivors (radio being ineffective at long range without an ionosphere). They reveal that other groups of humans have survived at Argonne, Brookhaven, and Harwell nuclear research facilities as well as in Tannu Tuva, and that plans are being made to establish uranium-mining colonies at Great Slave Lake or in the Congo region."
"In the year 2055, time travel has become a practical reality, and the company Time Safari Inc. offers wealthy","In the year 2055, time travel has become a practical reality, and the company Time Safari Inc. offers wealthy adventurers the chance to travel back in time to hunt extinct species such as dinosaurs. A hunter named Eckels pays $10,000 to join a hunting party that will travel back 65 million years to the Late Cretaceous period, on a guided safari to kill a Tyrannosaurus rex. As the party waits to depart, they discuss the recent presidential elections in which a far-right candidate, Deutscher, has been defeated by his opponent Keith, to the relief of many concerned. When the party arrives in the past, Travis, the hunting guide, and his assistant warn Eckels and the two other hunters about the necessity of minimizing the events they change before they go back, since even the smallest alterations to the distant past could snowball into catastrophic changes in history. Travis explains that the hunters are obliged to stay on a levitating path to avoid disrupting the environment, any deviation will be punished with hefty fines and prosecution, Time Safari scouts had been sent back to select and tag prey whose death will have minimal effect on the future prior to the hunt, and the time machine ""steps aside"" to prevent people from encountering themselves in the past. Although Eckels is initially excited about the hunt, when the monstrous T-Rex approaches, he loses his nerve. Travis tells him to go back to the time machine, but Eckels panics, steps off the path, and stumbles into the forest. The other four shoot and kill the dinosaur and see that Eckels has found his way back to the time machine. Travis threatens to leave him in the past before ordering him to remove the bullets from the dinosaur's body, as they cannot be left behind. Upon returning to 2055, Eckels and the rest of the party notice major changes; English words are now spelled phonetically, and worst of all, Deutscher has won the election to the approval of the pro-fascist populace. Looking at the mud on his boots, Eckels finds a crushed golden butterfly, whose death has apparently changed the nature of the alternative present to which the safari has returned. He frantically pleads to undo the damage, and is presumably shot by a furious Travis."
"In the year 2161, a new medical specialty has been developed, known as ""Mind Sculpting."" Human personalities","In the year 2161, a new medical specialty has been developed, known as ""Mind Sculpting."" Human personalities from history are re-created and placed into voluntarily donated physical bodies. Two mind sculptors, Drs. Kris and Seirds, re-create the mind of Richard Strauss and place it in a body. After animation, the ""new"" Dr Strauss is encouraged to re-commence his life as a composer of music, which he does. After some difficulty adjusting to the current techniques and theories of musical composition, which are based largely on random choices on a composition machine, Strauss searches for subjects to inspire him and composes several songs. He then comes across a play by Christopher Fry, Venus Observed, which he realises is an ideal subject for his music. Working to a tight deadline, he completes the opera and conducts its premiere. But during the performance, he begins to suspect that something isn't quite right, and finally realises that he's used all the same musical language many times before and that he has nothing left to say musically. The applause, when it comes, is not for him, but for the mind sculptors, and Strauss realises that it was all an experiment. Before the sculptors pronounce the formulation that will destroy the re-created mind and restore the mind of the donor – a man completely devoid of musical ability – he feels the satisfaction that the sculptors will never know that the music lacked any spark of genius: ""the 'Strauss' [they] had created was as empty of genius as a hollow gourd."" His final regret is that he will not now be able to set to music Personae, a poem by Ezra Pound appropriate to the occasion that he had just discovered."
"The story is about a class of students on Venus, which, in this story, is a world of constant rainstorms, where","The story is about a class of students on Venus, which, in this story, is a world of constant rainstorms, where the sun is only visible for two hours every seven years. One of the children, Margot, moved to Venus from Earth five years earlier and is the only one who remembers the sun, since it shines regularly on Earth. She describes the sun to the other children as being like a ""penny"" or ""fire in the stove"". The other children, being too young to have ever seen it themselves, do not believe her. Just before the sun comes out, a boy named William rallies the other children, and they lock Margot in a closet down a tunnel. The teacher arrives to take the class outside to enjoy their hour of sunshine. In their astonishment and joy, they all forget about Margot and gleefully rush to play outside, savoring every second of their newfound freedom. It begins to rain again, and the children start crying once they realize they won't get to see the sun again for another seven years. The children run back inside as the sun disappears and it starts storming. At this point, one of them remembers Margot. They let her out of the closet and stand frozen, ashamed over what they have done now that they finally understand what she had been missing."
"While preparing for a surprise inspection, the officers of the military spaceship Bustler reread their manifest","While preparing for a surprise inspection, the officers of the military spaceship Bustler reread their manifest and discover that their equipment is supposed to include something called an ""offog""; however, no one among the crew even knows what that is. Alarmed, captain McNaught devises a plan to pass the inspection anyway: on the assumption that ""offog"" must be the nickname of some obscure and unnecessary technological device, he orders communications officer Burman to simply fabricate a small box with blinkenlights and feed the inspecting officer some technobabble about what it does. The ruse seems to work, and the Bustler passes inspection. Shortly afterward, the ship is unexpectedly ordered to return to Earth for a complete overhaul; Burman warns McNaught that the engineers of the shipyard will immediately see through their ruse. The captain solves the new problem by having Burman discreetly dispose of the ""offog,"" blandly messaging headquarters that the item had ""came apart under gravitational stress"" while the ship passed close to a star. Two days later, an almost-unprecedented emergency transmission recalls Earth's entire space fleet to the nearest port; an equally urgent query addressed to the Bustler makes the horrified McNaught and Burman belatedly realize that ""offog"" had been a typo for ""off.dog,"" or ""official dog."""
In the far future humanity has begun to interact with aliens from all over the galaxy. A journalist has arrived,"In the far future humanity has begun to interact with aliens from all over the galaxy. A journalist has arrived on a space station in hopes of photographing an alien ship. He encounters a station engineer who tells him about his past and issues him a warning. When the engineer was a young pre-med student he became obsessed with aliens despite watching similar obsessions result in death or permanent physical and mental harm. The engineer sacrificed a promising medical career in order to obtain an unfulfilling one that would allow him to go into space. He has also spent more money than he should wooing generally uninterested aliens. He warns the journalist that aliens do not interact with other alien species and do not seek out humans either. The humans instead come to them, driven by their obsession and willing to act as menial servants for even aliens deemed failures by their own species. The aliens rarely take humans as sexual partners and never as romantic ones. The engineer theorizes that this obsession, which he views as uncontrollable due to humanity's sex drive, has dramatically reduced the birth rate. He also implies that aliens hold humanity in low regard due to their continued destruction of Earth. The engineer's wife arrives, heavily scarred and fatigued from interactions with the aliens. He reveals that theirs is a loveless marriage of convenience, as the station exclusively hires married couples. The agreement allows them to pursue aliens, even as both seem aware of the negative repercussions. The engineer begs the journalist to return to Earth and warn others to stay away from aliens. The story ends with the infatuated journalist choosing instead to pursue his first interaction with aliens."
"Amid escalating conflict between Earth and mysterious alien Outsiders, massive ","Amid escalating conflict between Earth and mysterious alien Outsiders, massive armadas from both sides are set to meet in what looks to be an evenly matched battle. Bob Carson, the pilot of a small one-man scout ship, blacks out while engaging with an Outsider counterpart. When he awakens, he finds himself naked in a small, enclosed, circular area about 250 yards (230 m) across. Most of the objects in the arena are blue, and the arena is, according to Carson, ""unbearably hot"", with no available water. In the distance is an Outsider, which Carson labels a ""Roller"" because its form is that of a red sphere about 1 yard (0.91 m) in diameter with about a dozen thin, retractable tentacles. Carson hears a voice in his mind that identifies itself as an ancient intelligence, the fusion of an entire race, which has intervened because the war would utterly destroy one side and hurt the other so badly that it would not be able to possibly one day evolve into an intelligence like itself. The Entity therefore has chosen one individual from each species to fight in single combat in an arena outside of the normal flow of time. The loser will doom its fleet to instant destruction. Carson and his opponent discover through trial and error that there is an invisible barrier between them, and that apparently only inanimate objects can cross it. Carson tries to communicate with the Roller, to see if a compromise is possible, but receives a mental message of unremitting hatred. The two begin fighting with hurled projectiles. Carson is wounded in the leg; eventually blood poisoning sets in. He sees the Roller throw an apparently dead lizard it had tortured through the barrier, and discovers that the lizard had only been unconscious; Carson realizes that the barrier is a mental one. In desperation, he knocks himself out on a slope and rolls through to the other side. He regains consciousness and harpoons the cautiously approaching Roller, finishing it off with a knife he knapped from a flint-like rock. Carson immediately finds himself back in his scout ship. He receives a jubilant message from his commander informing him that Earth's first salvo somehow caused the entire enemy fleet to disintegrate, even ships that were out of range. When Carson sees several newly healed scars where he had been wounded, he knows he did not imagine the fight, but wisely decides to keep his experience to himself."
"In ""The Voices Inside,"" Kipling ""Kip"" Morgan's life takes a bizarre turn after the funeral of his friend and mentor","In ""The Voices Inside,"" Kipling ""Kip"" Morgan's life takes a bizarre turn after the funeral of his friend and mentor, George Liebert. Upon returning home with his on-off girlfriend, Anjelica McTavish, they discover that Kip's apartment has been redecorated by George's daughter, Nancy, who believes she and Kip are in love. After evicting Nancy, Anjelica leaves, criticizing Kip for not living up to his potential. The next morning, Kip falls violently ill after drinking spiked prune juice left by Nancy. He begins hearing voices and discovers four ghostly, malevolent beings inhabiting his body. Dubbed the ""spirits,"" they control his actions and isolate him from society. Anjelica and Nancy experience similar phenomena. The trio takes refuge in a hotel, surviving by stealing. Anjelica uses her job in politics to spy on rivals, while Nancy remains unstable except for her attachment to Kip. Desperate to rid himself of the spirits, Kip confronts them by studying science, which they despise. Despite their torment, he manages to drive them out temporarily. Kip reflects on how the spirits influenced his life choices, starting with inheriting a set from his uncle, a lawyer. However, his relief is short-lived as he acquires seven even nastier spirits. The trio embarks on a destructive rampage, with Kip sinking into alcoholism under the new spirits' influence. After overhearing a cryptic message, Kip attempts suicide by consuming more of Nancy's spiked vitamin. Instead, he gains the ability to see and hear other people's spirits. Determined to end the cycle, Kip deduces that a hierarchy of spirits governs the system, favoring privileged hosts. Breaking into a wealthy host's home, Kip threatens to dose them unless he secures a better deal for himself and others tormented by harmful spirits. Eventually, he succeeds, but the trio is arrested. Despite most charges being dropped, Kip and Anjelica lose their jobs. Anjelica leaves for new opportunities, leaving Kip with mixed feelings. However, Nancy becomes more appealing to him, now with more compatible spirits. Kip realizes the message he overheard was from George Liebert, guiding him to a revelation: ""Three drinks is no drink at all."" Taking the vitamin for the third time, Kip finally silences the voices within him. In ""The Voices Inside,"" Kip navigates a surreal journey of self-discovery, confronting his inner demons and breaking free from their control."
"Sociologist Dr. Homer Crawford, for many years a tyrant of North and most of Central Africa, under the name","Sociologist Dr. Homer Crawford, for many years a tyrant of North and most of Central Africa, under the name of El Hassan, faces a military coup led by his closest supporters, Bey-ag-Akhamouk and Elmer Allen, who believe Crawford is an impediment to Africa's progress because he opposes foreign aid and investment in the region. Promised a pension and safe passage if he submits, Crawford leaves Africa to retire to Switzerland with his wife Isobel and three sons Tom, Cliff, and Abraham. After thwarting an assassination attempt by army officers on board his aeroplane, he makes it safely to Switzerland. Once there, his son Abraham reminds him that many of El Hassan's detractors (who include Abraham himself) were merely responding to his unwillingness to move from a dictatorship to a democratic government. Six months later, a now frustrated semi-alcoholic Crawford learns of a counter-coup in Africa by a dissident army cabal led by his old arch-enemy Abd-el-Kader. Most of the junta that deposed him have been shot, but Elmer Allen has managed to make it through to meet Crawford in Switzerland. Realizing that Abd-el-Kader will revoke his progressive programs, Crawford decides to contact his closest associates and return to North Africa in disguise. Allen and Abraham decide to accompany him. The group rendezvous with Crawford's associates in an afforestation project in what was Southern Algeria. Crawford reveals that his plan for a counter-coup consists of a guerrilla campaign to divert Abd-el-Kader's troops so that Abraham has time to organize the country's youth to form a new political organization against the ruling colonels. When Abraham expresses surprise at the plan, Crawford explains that his time has passed, and that now it is up to the next generation to revolt against the status quo. In a flashback of his last conversation with Isobel, we learn that Crawford does not believe he will survive the revolution this time around."
"The story is broken up into sections of narrative and expository sections on the nature of the ""basilisks"" or ""BLITs"" written","The story is broken up into sections of narrative and expository sections on the nature of the ""basilisks"" or ""BLITs"" written in a pseudo-scientific style. The expository sections detail the accidental discovery of the ""basilisks"" at the ""Cambridge IV"" supercomputer facility, and attempts to give explanations for why the basilisks are so harmful to humans, including that they are ""Gödelian 'spoilers', implicit programs which the human equipment cannot safely run"", or that they produce neurochemical ""memotoxins"" in the human brain that cause it to die.The narrative sections detail a young man named Robbo, a member of a racist, far-right terrorist organisation known as the ""Albion Action Group"", entering a majority-Asian area with a stencil and spray paint in order to spray a basilisk known as the ""Parrot"" on walls. He wears ""shatter-goggles"", which blur and distort his vision like a kaleidoscope, to avoid looking at the ""Parrot"". As he is approaching a gay pub to spray the ""Parrot"" onto a wall where those exiting will see it, he is caught by the police — and in the process accidentally kills four of them with the stencil. Robbo is subsequently arrested and taken to the police station, where the police lament that they are unable to put him in prison because there are not yet any laws against spraying ""basilisks"" on walls; the officers compare it to the early days of computer hacking, when even disruption of international communications was only definable as ""Illegal Use Of Electricity"" — a fine of ""sixty pee (pence)"". They are unable to even arrest him for the deaths of the arresting officers; the only evidence of murder is the stencil, which obviously cannot be confirmed as a ""basilisk"" without killing anyone who looks at it. All they can do is fine him for spraying graffiti, so after beating the locations of all the ""parrots"" he painted out of him (disguised as a ""fall down the stairs"") they lock him in a holding cell to be released the next morning.As Robbo sits alone in his cell, he thinks about the fact he cannot possibly be put away for his crimes and comes to the conclusion that, in the long run, he will be okay. He idly finds himself imagining the distorted image of the ""Parrot"" he has seen through his ""shatter-goggles"" — and realises that he has looked at the image through the goggles so many times that his brain is now able to ""decode"" it from the distorted fragments in his memory. The story ends with Robbo begging the police for alcohol and trying desperately not to imagine the ""Parrot"", but to no avail; just as the stencil cannot be confirmed as a murder weapon, the police cannot be accused of negligent homicide for failing to provide him with a means to erase his short-term memory. He is killed by its effects."
"After experiencing a terrifying explosion, a middle-class American family finds their home in the middle of a wasteland","After experiencing a terrifying explosion, a middle-class American family finds their home in the middle of a wasteland. American soldiers burst in looking for survivors and supplies, under the family's amazed and frightened eyes. The soldiers are just as surprised, finding the home filled with items that are no longer available, and carrying away their food. The soldiers explain that their home is one of the few to survive the ongoing nuclear war, which is now largely automated with underground factories on both sides of the conflict building missiles and destroying the other country square by square. The soldiers and family soon realize the home is out of its own time continuum, apparently having been blasted into the future by the force of the bombs. They find that the date is not long in the future; the war starts shortly after the time they left. The soldiers tell the family a second wave of missiles will be arriving, intended to destroy anything that survived the first wave, and offer to take the family into a shelter. After some discussion, they refuse, considering it better to chance that the second wave will blast them back to their own time than live in this largely lifeless future. The gambit succeeds and the family finds themselves in their own time, but with their house destroyed. Neighbours rush to the home, where the father, Tim McLean, agrees that the problem was an exploding central heating system. Then he comments, ""I should have got it fixed ... I should have had it looked at a long time ago. Before it got in such bad shape ... before it was too late"", a metaphor for the start of the war which may now be unavoidable."
A man named Garrard is a test pilot for an experimental space ship bound for Alpha Centauri. Previous attempts,"A man named Garrard is a test pilot for an experimental space ship bound for Alpha Centauri. Previous attempts to make the trip have failed. Garrard is put in the ship in suspended animation and wakes up after the ship has gone into ""over-drive"". The first thing he remembers is the injunction: ""Don't move"". Garrard realizes that ship time seems to be almost stopped relative to his conscious time; he is not breathing, and his muscles respond slowly to mental directions. He calculates that 6000 years of subjective time will pass before the ship reaches its goal. Suddenly, he realizes that ship time is speeding up, until it equals, then exceeds, his subjective time. As the differential time rates increase, he again loses control of his body and goes into ""pseudo-death"". Garrard awakes as the ship comes out of overdrive near Alpha Centauri. Around him in the space ship is a group of dreamlike beings that call themselves ""the clinesterton beademungen"" and speak to him in dream-language, which he understands perfectly. The story's narrative also becomes dreamlike at this point, suggesting that Garrard's experiences are indescribable. As the ship's automatic mechanism is about to start the journey back to Earth, Garrard again goes into pseudo-death, and remains in that state until the ship nears Earth. He lands safely. He can no longer remember what the ""beademung"" was like or even if it was real, but he has a haunting sense of loss."
Police constables Ted Vetter and Robert Farnham are working the night shift at a small station in the London suburb,"Police constables Ted Vetter and Robert Farnham are working the night shift at a small station in the London suburb of Crouch End. They discuss the case of Doris Freeman, a young American woman who came in to report the disappearance of her husband, lawyer Lonnie Freeman. Nearly hysterical, Doris arrived in the station speaking of monsters and supernatural occurrences. Doris relates how she and her husband got lost while searching for a potential employer's house in Crouch End. While they are looking up the employer's address in a phone book, the cab they had hired mysteriously disappears, and the entire neighborhood becomes strangely deserted and alien, with the sole exception of a cat with a scarred face and two children, one of whom has a deformed hand. After encountering something unseen beyond a hedge, Lonnie becomes unhinged. He eventually disappears while the couple is walking through a tunnel, leaving Doris alone and scared out of her mind as the surroundings become increasingly bizarre; even the night sky no longer shows Earth's stars, but some unknown alien sky. Eventually, Doris once again encounters the two disfigured children, who summon an enormous, hideous, otherworldly being from beneath the ground of Crouch End (implied to be the Lovecraftian goddess Shub-Niggurath). The monster has seemingly consumed Lonnie along with countless others, whose spirits are now trapped in its body and whose faces Doris glimpses trapped in the body of the being. After that, Doris remembers nothing else until she woke up huddled in an entranceway back in the real world. Newcomer Farnham dismisses the story as a delusion caused by mental illness, but Vetter, who has policed Crouch End for decades, is not so sure, remembering a number of similar missing-person cases from years gone by. He speculates about other planes of existence, and of Crouch End perhaps being a location where the divide between our world and an alien, demonic world is somehow less robust. Vetter goes out for a walk. After contemplating the story for a while, Farnham wonders what has become of him. Leaving the station empty, he walks down the street in search of Vetter and notices that something seems strangely different about the neighborhood, most notably that the streetlights at the bottom of the street have all gone out. Farnham turns the corner at the bottom of the street and walks out of sight of the station - and is never seen again. Vetter returns from his walk just minutes later and can find no clue to Farnham's whereabouts. The official investigation into his vanishing can find no leads, and Vetter reaches retirement age soon after; he dies of a heart attack in his home six months later. Doris returns to America with her children, where she attempts suicide and spends time in a mental hospital, but eventually learns to live with the memory of Crouch End and is released. The story ends with the statement that there are still strange occurrences in Crouch End, and that, very occasionally, people are ""...known to lose their way. Some of them lose it forever."""
The story appears to take place in an alternate version of North America in the present or near-future. Following,"The story appears to take place in an alternate version of North America in the present or near-future. Following the collapse of social order in cities, the newly orphaned teenager Michael is put aboard a refugee train and sent to work on a small-town farm. Conditions are difficult because the countryside is covered with ""darklines"", a type of wire that absorbs light, making the environment dull and gloomy and seemingly draining all the townsfolk of vitality and joy. The darklines have been erected in an attempt to prevent the encroachment of a strange ""brightness"" which the townsfolk claim will cause anyone who enters it to go blind and mad and eventually die. Wearing protective gear and dark goggles, the townspeople show Michael the brightness; he risks taking off his goggles for a brief peek and is surprised to see what looks like a naked boy of about his own age, dancing in the light. He guesses that the boy must be his predecessor Doey, who ran off into the brightness and was believed dead. Michael learns that Doey was not the only one, and begins to suspect that the brightness may not be as deadly as the locals believe. His suspicions are strengthened when Doey, still naked and glowing with brilliant colors, briefly dances into the darkness to taunt and invite Michael when no one else is watching. Doey's joyful attitude and his androgynous beauty stir feelings in Michael that he does not fully understand, and he is torn between remaining in the gloom of his familiar world or taking his chances in the light. Seeing his change of attitude the townsfolk guess that Michael has been touched by the brightness, and decide to use him as bait in a trap. Their plan is to leave Michael in an old house on the border of the brightness and activate a new darkline to trap anyone who comes for him. Instead the brightness overtakes the house. Under its influence Michael feels all of the joy and vitality he has never been able to experience in the dark. Putting aside his inhibitions and clothing he joins Doey and the others who have left the darkness behind forever. Doey has sabotaged the local darklines, and invites Michael to join him in bringing them all down. According to Doey all of the dark-dwellers will eventually have to choose, either to join the brightness-dwellers or to die."
"The one-sided dialogue takes the form of correspondence from Skander, an alien, to an unnamed human","The one-sided dialogue takes the form of correspondence from Skander, an alien, to an unnamed human whose replies are not presented. In his initial letters, Skander spends some time describing himself and his home planet of Aurigae II, a world circling a star in the constellation Auriga whose intelligent lifeforms are chromium-based, highly radioactive, and very long-lived, thriving at a temperature of around 900 degrees Kelvin. Skander admits that he intercepted the human's pen pal program application, but explains that he is lonely and in need of conversation, as he is serving a lengthy prison sentence for conducting an illegal scientific experiment which is implied to have harmed many of his fellow Aurigans. Oddly anxious to see his pen pal, he sends the human several photographic plates that can be exposed by simply thinking a mental command at them. In the penultimate letter, Skander reveals that the ""photographic plates"" (which have just been activated) are actually a form of consciousness-transfer device, and that he intends to switch bodies with the human, thereby evading his prison sentence. His plan is to skip from body to body for the next thirty years, returning to his own at the end of his sentence. He intends to maroon the human's consciousness in the last body he hijacks, contemptuously noting that this will be a beneficial trade, as humans are by Aurigan standards fairly short-lived. The last letter is from the unnamed human - now occupying Skander's body - to Skander, now in the human's body. The human had immediately realized that Skander had an ulterior motive and had taken the plates to Earth authorities, who discovered their true purpose. However, the human voluntarily chose to see the scheme through. He drily notes that Skander will by now have discovered that the human body he has taken over has been paralyzed since birth, and is subject to heart attacks, and closes with the hope that Skander enjoys what little time he has left."
"An astronomer on a Moon base awakens from a dream in which his dog, Laika, is barking loudly. The narrator feels","An astronomer on a Moon base awakens from a dream in which his dog, Laika, is barking loudly. The narrator feels a sense of dread strong enough to keep him awake, and he notes that if he had gone back to sleep, he would have been dead. The narrator flashes back to when he found Laika abandoned on the side of the road years ago. His fondness for her only grew after she alerted him to an earthquake, saving his life. When it was time for him to leave Earth and continue his studies on the Moon, he gave up Laika to a fellow employee, but she lived only a month longer without him. He returns from this flashback just in time to sound the alert for a lunar quake, which, thanks to his prompt warning, kills only two of his fellow crew members. He considers that Laika could not actually have saved him, for she was separated by 5 years time and ""a barrier that no man or dog could ever bridge."" It was his never-sleeping subconscious mind, sensing the tremors, that knew how to wake him, by making him dream of Laika's barking."
"Deke, a serial shoplifter, has been punished for his crimes by having a neural block installed that forces","Deke, a serial shoplifter, has been punished for his crimes by having a neural block installed that forces him to leave his hometown of Washington, D.C., and never return. Traveling south by bus, he has a brief stopover in Virginia and encounters Tiny Montgomery, a crippled military veteran who is the local champion of the video game Spads & Fokkers. Players use hardware connected directly to their brains to control World War I-era airplanes in a holographically projected dogfight. Deciding to stay in the area, Deke steals a copy of the game and the equipment needed to play it and rents a room at a nearby apartment hotel. He meets Nance Bettendorf, a college student studying brain-computer interfaces, and starts a relationship with her in order to secure her help in upgrading his equipment. They cannot touch, however, as Nance's parents have safeguarded her virginity by installing a neural block to prevent her from having physical contact with anyone. As Deke gains experience with the game, he learns from Bobby Earl Cline, an associate of Tiny's, that Tiny was continually given a drug called ""hype"" during his military service as a fighter pilot. The drug improves users' concentration and reaction time, but overuse results in permanently sped-up reflexes. The local players regard Tiny as unbeatable due to his past use of hype and all the time he spends playing, but Deke becomes determined to unseat him. Deke plays his way up through the ranks of the locals and eventually earns the right to play against Tiny. He takes advantage of Nance's neural block to coerce her into giving him a dose of hype she has obtained, then breaks off their relationship. The hype allows Deke to defeat Tiny after a prolonged dogfight and claim both his medal and a large payoff. He soon finds himself without anyone to help celebrate his victory, though, as the upset has left Tiny humiliated and the locals wanting nothing to do with Deke."
The setting of the story is the imaginary village of Quiquendone in West Flanders (now part of Belgium) ,"The setting of the story is the imaginary village of Quiquendone in West Flanders (now part of Belgium) whose citizens are described as ""well-to-do folks, wise, prudent, sociable, with even tempers, hospitable, perhaps a bit heavy in conversation as in mind""; and where even ""the dogs don't bite, and the cats don't scratch"". Van Tricasse, the town's mayor, claims that ""the man who dies without ever  having decided upon anything in his life has very nearly attained to perfection.” A prosperous scientist Dr. Ox comes to the authorities and offers to build a novel gas lighting system, at no cost to the town. The offer is gladly accepted. Dr. Ox and his assistant Gédéon Ygène (whose surnames happen to form the word oxygène, ""oxygen"") propose to use electrolysis to separate water into hydrogen and oxygen, and pump the two gases through separate pipes to the city. The doctor's secret plan is however to conduct a large scale experiment on the effect of oxygen on plants, animals and humans, and so he pumps an excess of the invisible and odorless gas through all lamps. The enriched air has remarkable effects on the town. It accelerates the growth of plants, and causes excitement and aggressiveness in animals and humans. Eventually the excited citizens of Quiquendone decide to go to war against the neighboring village of Virgamen, to avenge an old offense: in 1195, a cow belonging to that town had dared to step into a Quiquendonian field and eat some mouthfuls of their grass. However, as the army was on the way to battle, an accident at Dr. Ox's plant causes oxygen and hydrogen to mix, producing a huge explosion that destroys the plant. The story ends with the town back to its traditional slow and quiet way of life. Dr. Ox and his assistant, who were not at the plant when the accident happened, disappeared without trace."
